Estacao;Data;Hora;TempBulboSeco;UmidadeRelativa;PressaoAtmEstacao;VelocidadeVento;Nebulosidade;
83781;26/04/1986;0000;23.4;76;924.1;1;4;
83781;26/04/1986;1200;24.6;65;923.9;4.1;2;
83781;26/04/1986;1800;27.9;52;920.5;2.5;7;
83781;27/04/1986;0000;22.4;78;920.9;1.8;6;
83781;27/04/1986;1200;19.2;86;923.7;1.6;10;
83781;27/04/1986;1800;18.2;90;923;6.6;10;
83781;28/04/1986;0000;17.4;83;927.5;2.1;10;
83781;28/04/1986;1200;17;86;928.7;4.6;8;
83781;28/04/1986;1800;20.4;62;927.9;3.3;7;
83781;29/04/1986;0000;16.3;86;930.2;3.3;10;
83781;29/04/1986;1200;16.2;79;930.4;4;8;
83781;29/04/1986;1800;20.9;59;928.4;4.6;7;
83781;30/04/1986;0000;16.6;86;930.1;3.3;10;
83781;30/04/1986;1200;16.9;79;930;5;2;
83781;30/04/1986;1800;22.8;53;927.1;2.3;4;
83781;01/05/1986;0000;17.2;86;928.1;2;10;
83781;01/05/1986;1200;16.2;84;929.2;1.6;4;
83781;01/05/1986;1800;24.7;42;926.3;3.5;0;
83781;02/05/1986;0000;18.8;85;928.8;1.8;10;
83781;02/05/1986;1200;16.9;89;929.6;0;0;
83781;02/05/1986;1800;25.5;40;926.7;1.6;0;
83781;03/05/1986;0000;19.4;75;928.2;2.3;0;
83781;03/05/1986;1200;18.3;77;929.6;0;0;
83781;03/05/1986;1800;26.3;41;926.1;1.8;0;
83781;04/05/1986;0000;19.1;79;927.4;2.5;0;
83781;04/05/1986;1200;18.2;81;927.5;2.5;0;
83781;04/05/1986;1800;26.1;42;924.6;3;4;
83781;05/05/1986;0000;19;84;926.4;2.5;0;
83781;05/05/1986;1200;16.3;89;927.4;2;2;
83781;05/05/1986;1800;26.4;37;924;4.3;9;
83781;06/05/1986;0000;20.9;69;925.5;0.7;0;
83781;06/05/1986;1200;19.2;73;926.1;1;5;
83781;06/05/1986;1800;25.9;47;923.8;2.5;9;
83781;07/05/1986;0000;20.6;85;926.1;3.2;10;
83781;07/05/1986;1200;18.2;87;927.4;3.3;10;
83781;07/05/1986;1800;19.9;85;925.1;1.6;10;
83781;08/05/1986;0000;19;89;925.7;3.1;10;
83781;08/05/1986;1200;18.8;94;925.8;1.6;10;
83781;08/05/1986;1800;23.6;72;922.4;3;10;
83781;09/05/1986;0000;19.2;90;924.4;1.6;10;
83781;09/05/1986;1200;18.6;96;924.2;3.3;10;
83781;09/05/1986;1800;23.1;73;922.1;3.3;8;
83781;10/05/1986;0000;20.1;85;923.9;3.3;0;
83781;10/05/1986;1200;19.8;84;925.8;0.3;6;
83781;10/05/1986;1800;22.7;73;924.5;0.5;10;
83781;11/05/1986;0000;20.4;87;925.7;0.7;6;
83781;11/05/1986;1200;18.7;88;925.8;3.3;10;
83781;11/05/1986;1800;23.6;72;924.1;2;10;
83781;12/05/1986;0000;20;93;925.2;2.8;10;
83781;12/05/1986;1200;19;89;922.4;2;8;
83781;12/05/1986;1800;21.2;76;917.8;3.3;10;
83781;13/05/1986;0000;18.4;74;919;5.1;6;
83781;13/05/1986;1200;17.8;79;922.8;4;10;
83781;13/05/1986;1800;19.5;73;921.2;3.3;10;
83781;14/05/1986;0000;18.6;84;923.8;1.3;10;
83781;14/05/1986;1200;18.2;86;926.8;2.1;10;
83781;14/05/1986;1800;17;86;927.3;3.3;10;
83781;15/05/1986;0000;15.6;92;928.8;3.3;10;
83781;15/05/1986;1200;16.4;92;929.5;2.5;10;
83781;15/05/1986;1800;22.6;72;927.5;2.5;8;
83781;16/05/1986;0000;18.2;90;928.6;2;10;
83781;16/05/1986;1200;19.1;89;929.2;2;8;
83781;16/05/1986;1800;26.4;61;926.3;0.8;5;
83781;17/05/1986;0000;19.8;92;927.6;2.6;10;
83781;17/05/1986;1200;17.7;99;926.6;1.1;10;
83781;17/05/1986;1800;26.2;49;923;3.5;8;
83781;18/05/1986;0000;21.9;73;923.3;3.3;2;
83781;18/05/1986;1200;20.8;77;924.9;5.3;9;
83781;18/05/1986;1800;17.8;94;924.1;1.5;10;
83781;19/05/1986;0000;19.5;87;925.4;2.5;10;
83781;19/05/1986;1200;19.1;90;928.1;2.1;10;
83781;19/05/1986;1800;24.8;65;925.6;1.6;10;
83781;20/05/1986;0000;20.8;91;926.7;0.5;1;
83781;20/05/1986;1200;17.5;99;925.5;0;0;
83781;20/05/1986;1800;26.8;51;922.2;5;8;
83781;21/05/1986;0000;20.2;78;924.1;3.8;7;
83781;21/05/1986;1200;18.5;80;924.8;3.6;10;
83781;21/05/1986;1800;20.8;74;923.4;3.8;8;
83781;22/05/1986;0000;17.6;87;927;0.5;10;
83781;22/05/1986;1200;16.6;85;928.9;3;10;
83781;22/05/1986;1800;17;83;928.3;2.6;10;
83781;23/05/1986;0000;15.6;85;929.7;3.1;10;
83781;23/05/1986;1200;16.7;85;931.2;5;10;
83781;23/05/1986;1800;19.5;75;928.8;3.6;8;
83781;24/05/1986;0000;17.5;88;929.8;3.3;0;
83781;24/05/1986;1200;16.3;92;929.7;3.3;10;
83781;24/05/1986;1800;24.7;57;926.7;2.3;8;
83781;25/05/1986;0000;19.8;62;927;2.6;1;
83781;25/05/1986;1200;21.1;70;927.6;3.3;9;
83781;25/05/1986;1800;26;55;925.3;5.5;6;
83781;26/05/1986;0000;20.5;85;927.1;0;1;
83781;26/05/1986;1200;17.6;90;929;1.1;10;
83781;26/05/1986;1800;20.9;81;926.7;1.8;8;
83781;27/05/1986;0000;16.7;93;928.8;2;10;
83781;27/05/1986;1200;19.5;86;927.8;5;9;
83781;27/05/1986;1800;25.4;56;925.2;2.1;6;
83781;28/05/1986;0000;20;89;926.8;1.5;0;
83781;28/05/1986;1200;17.3;95;927.2;2.1;4;
83781;28/05/1986;1800;26.3;48;924.4;2.3;4;
83781;29/05/1986;0000;20.3;74;925.6;2;0;
83781;29/05/1986;1200;19.5;76;926.8;0.7;0;
83781;29/05/1986;1800;26.4;47;924;4.3;1;
83781;30/05/1986;0000;21.5;64;923.8;1.6;0;
83781;30/05/1986;1200;23.3;56;924;5;2;
83781;30/05/1986;1800;25.2;53;920.9;3.3;9;
83781;31/05/1986;0000;20.2;82;920.5;2.6;6;
83781;31/05/1986;1200;16.5;86;925.1;0.8;10;
83781;31/05/1986;1800;19.7;48;924.2;4.1;6;
83781;01/06/1986;0000;14.1;88;927.1;1.6;4;
83781;01/06/1986;1200;12.7;74;929.5;0.8;1;
83781;01/06/1986;1800;18.4;43;927.8;1.1;1;
83781;02/06/1986;0000;12.6;84;931.1;2.6;0;
83781;02/06/1986;1200;11.2;82;931.8;2.1;0;
83781;02/06/1986;1800;18.2;54;929.6;1.6;5;
83781;03/06/1986;0000;12.4;85;932.2;2;0;
83781;03/06/1986;1200;13.8;74;933.3;3.6;2;
83781;03/06/1986;1800;18.6;53;930.6;5.8;4;
83781;04/06/1986;0000;13.2;87;933.4;2.3;2;
83781;04/06/1986;1200;12.7;83;932.9;4.5;10;
83781;04/06/1986;1800;18;59;930.4;2;0;
83781;05/06/1986;0000;13;89;931.1;2.6;0;
83781;05/06/1986;1200;10.6;93;931.6;3.5;10;
83781;05/06/1986;1800;19.1;53;928.9;1.8;0;
83781;06/06/1986;0000;14;85;930.1;1.8;0;
83781;06/06/1986;1200;10;99;930.3;0.1;10;
83781;06/06/1986;1800;22.1;39;926.4;6.3;0;
83781;07/06/1986;0000;18.4;52;928;2;0;
83781;07/06/1986;1200;14.6;77;930.5;0;10;
83781;07/06/1986;1800;18.8;68;928.9;1.6;10;
83781;08/06/1986;0000;16.4;87;930.6;1.8;10;
83781;08/06/1986;1200;16.8;85;932;2.8;6;
83781;08/06/1986;1800;22.4;46;930;2.1;5;
83781;09/06/1986;0000;16.8;89;932.1;0.5;6;
83781;09/06/1986;1200;12.7;97;931.4;2;0;
83781;09/06/1986;1800;23.4;46;929.6;3.5;6;
83781;10/06/1986;0000;18.8;75;930.3;0;8;
83781;10/06/1986;1200;16.5;80;931.4;1.6;0;
83781;10/06/1986;1800;23.8;44;928.9;2.8;6;
83781;11/06/1986;0000;19.6;67;929.9;1.6;8;
83781;11/06/1986;1200;16.5;74;930.6;1.1;4;
83781;11/06/1986;1800;25.2;39;927.8;3;5;
83781;12/06/1986;0000;18.8;71;929.3;1.5;0;
83781;12/06/1986;1200;17.2;77;930.9;1;0;
83781;12/06/1986;1800;22.3;65;929.1;5;7;
83781;13/06/1986;0000;17.8;85;931.4;2.1;10;
83781;13/06/1986;1200;17.6;83;930.6;4.5;8;
83781;13/06/1986;1800;22.4;68;927.9;2.6;8;
83781;14/06/1986;0000;20.2;87;929.2;0;10;
83781;14/06/1986;1200;17.6;81;930.2;0.7;1;
83781;14/06/1986;1800;25.3;41;927.4;3.3;3;
83781;15/06/1986;0000;20;67;928.7;0.8;0;
83781;15/06/1986;1200;17.5;74;929.6;0.3;4;
83781;15/06/1986;1800;25.1;42;927.9;2.6;8;
83781;16/06/1986;0000;17.1;88;930.9;1.6;4;
83781;16/06/1986;1200;14.6;94;931.2;2;0;
83781;16/06/1986;1800;24.2;41;929.5;2.3;1;
83781;17/06/1986;0000;18.2;74;931.1;1.6;0;
83781;17/06/1986;1200;13.3;99;932.1;1.8;10;
83781;17/06/1986;1800;23.3;49;929.2;0.5;4;
83781;18/06/1986;0000;18;79;931.1;1.6;6;
83781;18/06/1986;1200;16.4;80;932.1;1.3;0;
83781;18/06/1986;1800;24.2;46;929.7;2;4;
83781;19/06/1986;0000;18.5;68;931.5;1.5;0;
83781;19/06/1986;1200;15.7;78;933.1;1.6;0;
83781;19/06/1986;1800;24.2;38;930.7;1.5;5;
83781;20/06/1986;0000;17.1;86;932.8;1.8;0;
83781;20/06/1986;1200;12.6;99;932.9;1.3;10;
83781;20/06/1986;1800;23.2;44;930.4;1.8;8;
83781;21/06/1986;0000;16.2;87;931.7;2.3;10;
83781;21/06/1986;1200;14.7;89;932.9;5;10;
83781;21/06/1986;1800;22.3;53;930.6;3.3;0;
83781;22/06/1986;0000;16.9;92;932.3;0.8;6;
83781;22/06/1986;1200;14.2;89;934.1;2.1;0;
83781;22/06/1986;1800;22.4;52;931.3;1.5;6;
83781;23/06/1986;0000;16.4;86;933;0.3;10;
83781;23/06/1986;1200;17.6;55;933.3;1.6;10;
83781;23/06/1986;1800;20.9;56;930;5;10;
83781;24/06/1986;0000;18.4;71;930.9;2.8;10;
83781;24/06/1986;1200;14.1;94;931.1;2.1;10;
83781;24/06/1986;1800;23;49;928.6;1.5;8;
83781;25/06/1986;0000;18.6;69;928.1;2;0;
83781;25/06/1986;1200;17.3;70;928.7;0.8;6;
83781;25/06/1986;1800;21;52;927.1;2.5;10;
83781;26/06/1986;0000;18.4;72;928.2;3.8;10;
83781;26/06/1986;1200;16.6;83;930.1;1.5;10;
83781;26/06/1986;1800;19.5;59;928.1;4.6;7;
83781;27/06/1986;0000;15.2;86;928.8;1.8;10;
83781;27/06/1986;1200;14;89;929.5;2.1;10;
83781;27/06/1986;1800;18.7;62;926.5;0.8;6;
83781;28/06/1986;0000;13.9;87;927.7;0.8;10;
83781;28/06/1986;1200;10.1;99;927.7;0.8;10;
83781;28/06/1986;1800;21.2;48;925.2;1.3;4;
83781;29/06/1986;0000;15.4;82;927.1;1.5;10;
83781;29/06/1986;1200;13.3;73;927.7;0.8;8;
83781;29/06/1986;1800;23;41;924.5;2.3;4;
83781;30/06/1986;0000;17.8;67;925.7;1.1;10;
83781;30/06/1986;1200;14;82;926.1;1.3;6;
83781;30/06/1986;1800;25.4;33;924.6;1.3;8;
83781;01/07/1986;0000;20.8;46;925;1.5;4;
83781;01/07/1986;1200;19.4;60;925.6;1;6;
83781;01/07/1986;1800;21.5;57;925.2;3.3;10;
83781;02/07/1986;0000;18.6;67;928.9;3;7;
83781;02/07/1986;1200;15.6;92;931.7;3.6;10;
83781;02/07/1986;1800;15.4;86;931.8;2;10;
83781;03/07/1986;0000;14.8;92;933;1.6;10;
83781;03/07/1986;1200;15.7;87;933.4;5.8;10;
83781;03/07/1986;1800;17.4;81;931.6;2;10;
83781;04/07/1986;0000;15.2;90;933;4;10;
83781;04/07/1986;1200;15.2;91;932.8;1.6;10;
83781;04/07/1986;1800;21.3;63;929.9;1.3;10;
83781;05/07/1986;0000;16.3;86;931.8;3.1;10;
83781;05/07/1986;1200;16.2;78;932.5;2.8;10;
83781;05/07/1986;1800;21;61;930;2.6;10;
83781;06/07/1986;0000;16;84;932.3;3.3;10;
83781;06/07/1986;1200;14.3;94;933.8;2.5;10;
83781;06/07/1986;1800;16.1;73;933.2;2.5;10;
83781;07/07/1986;0000;14.1;87;934.2;2.5;10;
83781;07/07/1986;1200;12.4;92;937.3;2.5;10;
83781;07/07/1986;1800;16.4;67;937.5;2.6;10;
83781;08/07/1986;0000;12.6;94;938.3;3;6;
83781;08/07/1986;1200;12.8;85;940;2.5;10;
83781;08/07/1986;1800;15.4;75;937.6;2.5;10;
83781;09/07/1986;0000;12;82;939;3.8;0;
83781;09/07/1986;1200;11.1;85;940.3;2.8;0;
83781;09/07/1986;1800;16.9;69;938.2;3.3;5;
83781;10/07/1986;0000;13.4;90;939.2;2;8;
83781;10/07/1986;1200;12;89;939.8;1.5;8;
83781;10/07/1986;1800;17.3;53;935.5;3.3;8;
83781;11/07/1986;0000;13;86;935.7;1.8;8;
83781;11/07/1986;1200;9.4;97;935.9;2.3;10;
83781;11/07/1986;1800;17.4;53;931.6;2.1;6;
83781;12/07/1986;0000;13;91;932.4;2;10;
83781;12/07/1986;1200;9.2;87;932.9;1.3;10;
83781;12/07/1986;1800;21.4;43;930.6;1.6;8;
83781;13/07/1986;0000;14.6;77;931.9;2;10;
83781;13/07/1986;1200;12;77;934.6;1.6;10;
83781;13/07/1986;1800;21.4;42;931.2;1.6;8;
83781;14/07/1986;0000;20.4;31;932.4;1.5;0;
83781;14/07/1986;1200;13.8;68;933.3;0.7;0;
83781;14/07/1986;1800;22.9;36;930.5;3.3;0;
83781;15/07/1986;0000;16.7;64;930.3;2.5;0;
83781;15/07/1986;1200;14.2;69;930.5;1.1;0;
83781;15/07/1986;1800;24.4;28;927.1;1.6;4;
83781;16/07/1986;0000;19;55;927.8;2;0;
83781;16/07/1986;1200;15.4;72;929.6;0.8;10;
83781;16/07/1986;1800;21.7;52;926.3;3.3;5;
83781;17/07/1986;0000;17.2;64;928.5;1.5;0;
83781;17/07/1986;1200;15.4;73;929;0.5;10;
83781;17/07/1986;1800;25.2;31;925.4;1;2;
83781;18/07/1986;0000;19.2;49;928;1.3;0;
83781;18/07/1986;1200;14.7;81;929.9;0.8;0;
83781;18/07/1986;1800;24.7;42;925.5;2.1;0;
83781;19/07/1986;0000;19.2;78;927.5;0.5;0;
83781;19/07/1986;1200;14.8;91;928.6;0.8;10;
83781;19/07/1986;1800;22.4;60;925;1.1;0;
83781;20/07/1986;0000;17.4;88;926.7;3.3;10;
83781;20/07/1986;1200;16.1;87;926.3;0;10;
83781;20/07/1986;1800;27.1;29;923.3;5.8;5;
83781;21/07/1986;0000;23;48;925.5;2.1;6;
83781;21/07/1986;1200;17.4;90;929.8;0.7;10;
83781;21/07/1986;1800;14.8;86;931.4;5.3;10;
83781;22/07/1986;0000;12.4;92;935.1;2.1;10;
83781;22/07/1986;1200;12.6;87;935.4;4.5;10;
83781;22/07/1986;1800;12.6;94;934;2.3;10;
83781;23/07/1986;0000;12.6;94;935;3;10;
83781;23/07/1986;1200;13.2;89;932.4;1.5;10;
83781;23/07/1986;1800;16.7;71;929.8;3.3;10;
83781;24/07/1986;0000;14.3;91;931.2;1.1;0;
83781;24/07/1986;1200;13;89;931.2;1.3;10;
83781;24/07/1986;1800;21.8;49;928.1;1.3;8;
83781;25/07/1986;0000;16;85;930.8;1.6;10;
83781;25/07/1986;1200;12.4;87;932.1;0.5;10;
83781;25/07/1986;1800;22.4;49;928.3;0.8;10;
83781;26/07/1986;0000;15.8;86;930.8;0;5;
83781;26/07/1986;1200;14;79;929;0;7;
83781;26/07/1986;1800;24;39;926.1;3.3;5;
83781;27/07/1986;0000;19;53;926.7;1.6;2;
83781;27/07/1986;1200;15.2;70;927.4;1.5;2;
83781;27/07/1986;1800;22.2;36;924.1;2;4;
83781;28/07/1986;0000;15.4;80;928.1;1.5;0;
83781;28/07/1986;1200;14.1;84;929.5;2;10;
83781;28/07/1986;1800;16.4;68;928.5;3.8;8;
83781;29/07/1986;0000;12.1;82;930.7;4;10;
83781;29/07/1986;1200;12.8;85;931.3;2.3;10;
83781;29/07/1986;1800;21.5;56;927.7;1.8;8;
83781;30/07/1986;0000;14.5;89;929;0.5;10;
83781;30/07/1986;1200;13.2;89;928.7;1.1;0;
83781;30/07/1986;1800;26.4;33;925.2;5.6;0;
83781;31/07/1986;0000;20.6;61;925.9;1.1;1;
83781;31/07/1986;1200;14.8;93;929.1;1.6;10;
83781;31/07/1986;1800;15.2;94;927.1;1.1;10;
83781;01/08/1986;0000;14.8;94;927.6;2;10;
83781;01/08/1986;1200;14;91;928.1;0.8;10;
83781;01/08/1986;1800;22.2;53;925.1;2.5;2;
83781;02/08/1986;0000;18.3;76;927.3;1.1;0;
83781;02/08/1986;1200;11.7;98;929.9;1.6;10;
83781;02/08/1986;1800;25.1;34;926.9;1.6;0;
83781;03/08/1986;0000;17.6;70;928.4;2.3;0;
83781;03/08/1986;1200;16.4;77;929.7;0.8;0;
83781;03/08/1986;1800;28;31;926.7;3.3;1;
83781;04/08/1986;0000;21.9;51;928.8;2.1;4;
83781;04/08/1986;1200;18.8;73;930.1;2;10;
83781;04/08/1986;1800;28;36;928.6;1.6;8;
83781;05/08/1986;0000;22.4;56;929.5;1.5;0;
83781;05/08/1986;1200;18.9;68;930.4;1.3;0;
83781;05/08/1986;1800;27.6;32;927.8;1.6;10;
83781;06/08/1986;0000;21.2;55;929.9;1;0;
83781;06/08/1986;1200;18;66;932.1;1.1;10;
83781;06/08/1986;1800;25.4;40;929.7;5;0;
83781;07/08/1986;0000;16.8;84;931.8;1.6;10;
83781;07/08/1986;1200;15.7;83;933.5;3;10;
83781;07/08/1986;1800;23.6;42;930.6;1.1;10;
83781;08/08/1986;0000;16.4;76;931.2;2.5;10;
83781;08/08/1986;1200;13.2;94;931.6;2;10;
83781;08/08/1986;1800;24.8;38;928.2;1.3;10;
83781;09/08/1986;0000;18;64;929.8;1.3;0;
83781;09/08/1986;1200;16;72;929.5;1;10;
83781;09/08/1986;1800;25.2;30;927.4;1.5;10;
83781;10/08/1986;0000;18.3;75;927.6;1.3;10;
83781;10/08/1986;1200;16.8;85;927.4;1.5;10;
83781;10/08/1986;1800;26.6;32;925.1;1.5;6;
83781;11/08/1986;0000;21.2;50;925;1.8;0;
83781;11/08/1986;1200;18.9;65;926.3;1.3;1;
83781;11/08/1986;1800;28.1;31;923.6;5.8;4;
83781;12/08/1986;0000;22.7;54;925.2;2.5;7;
83781;12/08/1986;1200;18.6;77;927.9;3.3;10;
83781;12/08/1986;1800;19.4;79;927.2;2.5;10;
83781;13/08/1986;0000;17.4;88;928.1;3;10;
83781;13/08/1986;1200;18;83;927.3;1.6;8;
83781;13/08/1986;1800;23.7;61;923.9;1.3;9;
83781;14/08/1986;0000;17.2;92;927.3;3;10;
83781;14/08/1986;1200;18.8;80;926;1.6;10;
83781;14/08/1986;1800;20.3;61;926.5;4.6;10;
83781;15/08/1986;0000;18.2;62;925.5;3.3;1;
83781;15/08/1986;1200;19;67;924.7;2.1;10;
83781;15/08/1986;1800;17.8;76;923;5.5;10;
83781;16/08/1986;0000;15.7;89;925.1;3.3;10;
83781;16/08/1986;1200;17.4;82;923.5;3.3;10;
83781;16/08/1986;1800;19;77;923.1;5;10;
83781;17/08/1986;0000;18;86;922.7;6;10;
83781;17/08/1986;1200;17.3;86;925;2.5;10;
83781;17/08/1986;1800;18.2;83;923.1;3.3;10;
83781;18/08/1986;0000;16.7;86;925.1;4.5;10;
83781;18/08/1986;1200;13.6;83;926.3;2.5;10;
83781;18/08/1986;1800;17.8;62;924.1;3.1;10;
83781;19/08/1986;0000;15.4;82;925.5;1.6;10;
83781;19/08/1986;1200;14.6;87;926.7;2.5;10;
83781;19/08/1986;1800;19.8;66;924.9;1.3;10;
83781;20/08/1986;0000;15;92;924.8;1.6;10;
83781;20/08/1986;1200;15.4;90;925.9;2;10;
83781;20/08/1986;1800;18.2;82;924;2.6;10;
83781;21/08/1986;0000;15.4;95;926.2;1.1;10;
83781;21/08/1986;1200;15.5;94;924.8;0.8;10;
83781;21/08/1986;1800;16.2;98;924;2.6;10;
83781;22/08/1986;0000;15.6;95;924.7;1.1;10;
83781;22/08/1986;1200;15.8;91;923.1;1.1;10;
83781;22/08/1986;1800;23.2;63;920.8;1.8;10;
83781;23/08/1986;0000;17.2;96;922.2;1.6;10;
83781;23/08/1986;1200;17.2;83;919;3;10;
83781;23/08/1986;1800;20.6;66;918.5;7.1;10;
83781;24/08/1986;0000;19;76;919.4;3.3;10;
83781;24/08/1986;1200;18;76;924.5;1.6;6;
83781;24/08/1986;1800;22.8;60;923;2;8;
83781;25/08/1986;0000;16.2;89;926.1;1.8;10;
83781;25/08/1986;1200;16.8;90;927;2.3;10;
83781;25/08/1986;1800;20;81;925.2;1.5;10;
83781;26/08/1986;0000;16.8;92;926.5;1.5;10;
83781;26/08/1986;1200;16.8;95;929.4;0;10;
83781;26/08/1986;1800;23.2;67;927.3;1.8;10;
83781;27/08/1986;0000;18.4;90;929.8;1.8;10;
83781;27/08/1986;1200;14.2;92;931.4;1.6;10;
83781;27/08/1986;1800;21.8;53;930;5;4;
83781;28/08/1986;0000;15.6;82;931.9;5;3;
83781;28/08/1986;1200;15.4;82;933.5;2;8;
83781;28/08/1986;1800;23.6;45;929.7;3.3;4;
83781;29/08/1986;0000;16;87;931.4;1;0;
83781;29/08/1986;1200;12.3;94;931.4;3;10;
83781;29/08/1986;1800;25.2;28;928.9;3.3;3;
83781;30/08/1986;0000;15.2;82;932.1;2.3;10;
83781;30/08/1986;1200;16.2;80;933.9;2.3;10;
83781;30/08/1986;1800;19.4;59;931.5;2.1;8;
83781;31/08/1986;0000;15.7;79;932.6;3;10;
83781;31/08/1986;1200;15;85;932.9;5;10;
83781;31/08/1986;1800;16.7;74;930.8;4.1;6;
83781;01/09/1986;0000;13.4;83;931.6;7;8;
83781;01/09/1986;1200;12.9;77;932.3;6.1;8;
83781;01/09/1986;1800;18.4;54;929.7;3;6;
83781;02/09/1986;0000;12.8;80;932.1;3.8;4;
83781;02/09/1986;1200;12.5;77;933.4;4.3;9;
83781;02/09/1986;1800;19.4;85;929.5;2.3;8;
83781;03/09/1986;0000;14.6;80;930.4;2;0;
83781;03/09/1986;1200;12.8;78;931.6;2.5;7;
83781;03/09/1986;1800;22.3;46;927.3;2.8;2;
83781;04/09/1986;0000;17.7;63;927.9;5;0;
83781;04/09/1986;1200;14.4;77;929.7;2.3;10;
83781;04/09/1986;1800;20.6;56;927.3;1.8;10;
83781;05/09/1986;0000;18.2;76;928;1.6;10;
83781;05/09/1986;1200;15.2;88;929.3;3.5;10;
83781;05/09/1986;1800;15;79;929.3;2.3;10;
83781;06/09/1986;0000;13;91;930.7;2.5;10;
83781;06/09/1986;1200;14.6;88;931.9;2.6;10;
83781;06/09/1986;1800;19.2;73;931.8;1.6;10;
83781;07/09/1986;0000;15.6;87;933.4;2.3;10;
83781;07/09/1986;1200;16;84;934.9;2;10;
83781;07/09/1986;1800;23.2;57;933;1.6;8;
83781;08/09/1986;0000;16.6;83;935;2.3;10;
83781;08/09/1986;1200;17;73;935.1;4.3;8;
83781;08/09/1986;1800;23.7;43;932.1;5;6;
83781;09/09/1986;0000;16.4;78;934.6;4.6;8;
83781;09/09/1986;1200;17;77;935.3;2;8;
83781;09/09/1986;1800;23.3;40;931.5;3.8;4;
83781;10/09/1986;0000;15.5;82;934;3.1;1;
83781;10/09/1986;1200;14.9;79;934.5;4;8;
83781;10/09/1986;1800;23.8;29;931.4;1.6;6;
83781;11/09/1986;0000;14.4;84;933.1;1.3;0;
83781;11/09/1986;1200;14.9;72;933;2.5;0;
83781;11/09/1986;1800;24.3;32;929.3;3;0;
83781;12/09/1986;0000;16;81;930.4;1.3;0;
83781;12/09/1986;1200;15.3;81;930.8;4.3;0;
83781;12/09/1986;1800;26.1;37;926.6;1.8;4;
83781;13/09/1986;0000;18.2;77;928.8;0.7;0;
83781;13/09/1986;1200;18.6;68;929.7;1.5;0;
83781;13/09/1986;1800;27.2;35;925.8;1.5;1;
83781;14/09/1986;0000;21.4;54;927.3;1.1;3;
83781;14/09/1986;1200;20.5;60;928.4;0.5;0;
83781;14/09/1986;1800;28.3;20;924.7;5;0;
83781;15/09/1986;0000;24;43;926.2;1;0;
83781;15/09/1986;1200;20.6;52;927.3;1.3;0;
83781;15/09/1986;1800;30;19;924;2.1;8;
83781;16/09/1986;0000;23.6;45;926.3;1.6;0;
83781;16/09/1986;1200;18.6;79;929.4;1.6;10;
83781;16/09/1986;1800;28;47;924.1;2.1;10;
83781;17/09/1986;0000;18.4;88;927.4;2.3;10;
83781;17/09/1986;1200;19.2;82;927.6;1.6;10;
83781;17/09/1986;1800;31.8;25;923.7;4.6;0;
83781;18/09/1986;0000;25.5;58;925.9;1.6;0;
83781;18/09/1986;1200;18.4;91;930.6;2;10;
83781;18/09/1986;1800;16;84;929.2;3.1;10;
83781;19/09/1986;0000;16;89;931.2;3;10;
83781;19/09/1986;1200;17;88;932;2.1;10;
83781;19/09/1986;1800;18.4;85;929.9;3;10;
83781;20/09/1986;0000;17.4;90;931.8;2.8;10;
83781;20/09/1986;1200;18.8;86;930.5;2.5;10;
83781;20/09/1986;1800;26.2;55;927.2;2.1;10;
83781;21/09/1986;0000;16.4;82;931.8;3.6;10;
83781;21/09/1986;1200;16;98;931.6;2.3;10;
83781;21/09/1986;1800;19.2;71;929.3;2;10;
83781;22/09/1986;0000;16.4;94;932;5.3;10;
83781;22/09/1986;1200;17.5;78;929.6;6.6;10;
83781;22/09/1986;1800;25.2;51;925.1;2.1;4;
83781;23/09/1986;0000;18.2;85;927.6;2;10;
83781;23/09/1986;1200;19;80;926.5;3.3;10;
83781;23/09/1986;1800;28.3;47;922.6;1.6;6;
83781;24/09/1986;0000;21.1;86;924.1;0.5;0;
83781;24/09/1986;1200;22.7;72;924.8;1;7;
83781;24/09/1986;1800;24.4;66;922.8;2;10;
83781;25/09/1986;0000;20.6;69;926.2;2;3;
83781;25/09/1986;1200;18.2;90;927.7;2.5;10;
83781;25/09/1986;1800;21.8;79;925.4;2.5;10;
83781;26/09/1986;0000;18.2;86;927.8;2.5;10;
83781;26/09/1986;1200;16.6;92;929.7;2.1;10;
83781;26/09/1986;1800;18.1;78;928.9;3.5;10;
83781;27/09/1986;0000;15;88;930.9;3.6;10;
83781;27/09/1986;1200;14;82;931.5;5;10;
83781;27/09/1986;1800;16.6;59;929.5;6.6;10;
83781;28/09/1986;0000;13.2;78;930.8;6;10;
83781;28/09/1986;1200;13.9;72;930.3;5.8;10;
83781;28/09/1986;1800;14.2;79;927.7;3.3;10;
83781;29/09/1986;0000;11.6;94;930.9;3.3;10;
83781;29/09/1986;1200;13.8;93;930;3;10;
83781;29/09/1986;1800;17.4;81;928.9;1.5;10;
83781;30/09/1986;0000;15.8;87;930.3;2;10;
83781;30/09/1986;1200;16.2;78;931.1;2.1;10;
83781;30/09/1986;1800;20.2;63;929.5;1.8;7;
83781;01/10/1986;0000;15.2;88;931.9;2.3;5;
83781;01/10/1986;1200;17.8;76;930.7;1.3;3;
83781;01/10/1986;1800;22.2;64;928.6;1.3;6;
83781;02/10/1986;0000;16;84;930.9;2.1;6;
83781;02/10/1986;1200;17.2;79;930.3;2;0;
